measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
1,Deaths,349,Greenland,3,Both,22,All ages,508,Chronic respiratory diseases,2,Percent,2023,0.08426127331501061,0.10434258412229648,0.06563303738893268
1,Deaths,349,Greenland,3,Both,22,All ages,508,Chronic respiratory diseases,3,Rate,2023,77.00262788610905,96.09699241803867,59.27993207372832
1,Deaths,46,Croatia,3,Both,22,All ages,508,Chronic respiratory diseases,1,Number,2023,1776.184751022732,1934.6282686632783,1597.7779085656607
1,Deaths,46,Croatia,3,Both,22,All ages,508,Chronic respiratory diseases,2,Percent,2023,0.03421619611199551,0.03708657499841811,0.03086508384943244
1,Deaths,46,Croatia,3,Both,22,All ages,508,Chronic respiratory diseases,3,Rate,2023,45.67663457088619,49.75119193392282,41.08869734016454
1,Deaths,150,Oman,3,Both,22,All ages,508,Chronic respiratory diseases,1,Number,2023,358.9036397692576,482.7857822905766,266.6105970085878
1,Deaths,150,Oman,3,Both,22,All ages,508,Chronic respiratory diseases,2,Percent,2023,0.029220745760658945,0.03902680580650715,0.02166646171162133
1,Deaths,150,Oman,3,Both,22,All ages,508,Chronic respiratory diseases,3,Rate,2023,6.990440236320572,9.403318284031046,5.192829601718411
1,Deaths,351,Guam,3,Both,22,All ages,508,Chronic respiratory diseases,1,Number,2023,41.74619218918777,47.987907112854074,36.76784517307887
1,Deaths,351,Guam,3,Both,22,All ages,508,Chronic respiratory diseases,2,Percent,2023,0.03487394332373096,0.03967766579921755,0.030827883713439024
1,Deaths,351,Guam,3,Both,22,All ages,508,Chronic respiratory diseases,3,Rate,2023,26.487806535902948,30.448151867546173,23.32906352926686
1,Deaths,47,Czechia,3,Both,22,All ages,508,Chronic respiratory diseases,1,Number,2023,4256.359724940373,4578.450187632025,3862.162527979526
1,Deaths,47,Czechia,3,Both,22,All ages,508,Chronic respiratory diseases,2,Percent,2023,0.0376940605026662,0.04040158637586877,0.034002276061946037
1,Deaths,47,Czechia,3,Both,22,All ages,508,Chronic respiratory diseases,3,Rate,2023,39.07595137846436,42.03293623711192,35.45698317619738
1,Deaths,151,Qatar,3,Both,22,All ages,508,Chronic respiratory diseases,1,Number,2023,67.7633309236438,99.95559517680547,46.29484627991279
1,Deaths,151,Qatar,3,Both,22,All ages,508,Chronic respiratory diseases,2,Percent,2023,0.02107957631770864,0.03156259414944691,0.014581950650587625
1,Deaths,151,Qatar,3,Both,22,All ages,508,Chronic respiratory diseases,3,Rate,2023,2.1839451711963953,3.2214700258230384,1.4920371328590853
1,Deaths,11,Indonesia,3,Both,22,All ages,508,Chronic respiratory diseases,1,Number,2023,104821.83024301994,143155.00932678286,79884.13178526257
1,Deaths,11,Indonesia,3,Both,22,All ages,508,Chronic respiratory diseases,2,Percent,2023,0.055859973139368774,0.07546054581711878,0.04334408722148463
1,Deaths,11,Indonesia,3,Both,22,All ages,508,Chronic respiratory diseases,3,Rate,2023,36.46394020511103,49.79874600597828,27.788965313825862
1,Deaths,168,Angola,3,Both,22,All ages,508,Chronic respiratory diseases,1,Number,2023,6675.295227580378,8810.899167941532,4864.181338306001
1,Deaths,168,Angola,3,Both,22,All ages,508,Chronic respiratory diseases,2,Percent,2023,0.027277713607454547,0.03575912206353073,0.019861632873581565
1,Deaths,168,Angola,3,Both,22,All ages,508,Chronic respiratory diseases,3,Rate,2023,18.502290212153827,24.421663443696097,13.482324256466251
1,Deaths,48,Hungary,3,Both,22,All ages,508,Chronic respiratory diseases,1,Number,2023,5490.100804117618,5839.994447268227,5162.633215936683
1,Deaths,48,Hungary,3,Both,22,All ages,508,Chronic respiratory diseases,2,Percent,2023,0.04305840674376875,0.045849304509454535,0.040417382295671496
1,Deaths,48,Hungary,3,Both,22,All ages,508,Chronic respiratory diseases,3,Rate,2023,57.031653135526724,60.66637927307326,53.62989084215404
1,Deaths,28,Solomon Islands,3,Both,22,All ages,508,Chronic respiratory diseases,1,Number,2023,364.50551102089537,506.25778549259775,242.7726635242475
1,Deaths,28,Solomon Islands,3,Both,22,All ages,508,Chronic respiratory diseases,2,Percent,2023,0.051734697295076744,0.07192697725774273,0.03452863131262243
1,Deaths,28,Solomon Islands,3,Both,22,All ages,508,Chronic respiratory diseases,3,Rate,2023,42.39603552463457,58.88339794439101,28.23715459982199
1,Deaths,182,Malawi,3,Both,22,All ages,508,Chronic respiratory diseases,1,Number,2023,2328.008437407758,3483.279831145455,1607.396608163086
1,Deaths,182,Malawi,3,Both,22,All ages,508,Chronic respiratory diseases,2,Percent,2023,0.014949934574019198,0.02212073730653464,0.010041065844506154
1,Deaths,182,Malawi,3,Both,22,All ages,508,Chronic respiratory diseases,3,Rate,2023,11.230146036317931,16.803092532036526,7.753966161760875
1,Deaths,97,Argentina,3,Both,22,All ages,508,Chronic respiratory diseases,1,Number,2023,17971.566893480933,21526.620906270222,15121.082796163804
1,Deaths,97,Argentina,3,Both,22,All ages,508,Chronic respiratory diseases,2,Percent,2023,0.048145021647891424,0.05748062411658375,0.04092100082827887
1,Deaths,97,Argentina,3,Both,22,All ages,508,Chronic respiratory diseases,3,Rate,2023,37.84924300300458,45.33640892550842,31.84594535427859
1,Deaths,79,Finland,3,Both,22,All ages,508,Chronic respiratory diseases,1,Number,2023,2296.988471711954,2548.572104970199,1991.119243320921
1,Deaths,79,Finland,3,Both,22,All ages,508,Chronic respiratory diseases,2,Percent,2023,0.037515587426698416,0.04170212565105126,0.03276075908277817
1,Deaths,79,Finland,3,Both,22,All ages,508,Chronic respiratory diseases,3,Rate,2023,41.36558368879479,45.89625676984808,35.857302162502954
1,Deaths,152,Saudi Arabia,3,Both,22,All ages,508,Chronic respiratory diseases,1,Number,2023,2624.3208246651893,4026.500743827546,1977.0982007386567
1,Deaths,152,Saudi Arabia,3,Both,22,All ages,508,Chronic respiratory diseases,2,Percent,2023,0.026581380133487376,0.04015259798114107,0.02030355020150244
1,Deaths,152,Saudi Arabia,3,Both,22,All ages,508,Chronic respiratory diseases,3,Rate,2023,7.9553297412933555,12.20587849612395,5.993348057892447
1,Deaths,169,Central African Republic,3,Both,22,All ages,508,Chronic respiratory diseases,1,Number,2023,1735.0616173843657,2546.6781468417835,1154.91411812489
1,Deaths,169,Central African Republic,3,Both,22,All ages,508,Chronic respiratory diseases,2,Percent,2023,0.022418314412208675,0.03249352520434391,0.014965413122974391
1,Deaths,169,Central African Republic,3,Both,22,All ages,508,Chronic respiratory diseases,3,Rate,2023,26.429563696131552,38.79262362853058,17.592387464923956
1,Deaths,114,Haiti,3,Both,22,All ages,508,Chronic respiratory diseases,1,Number,2023,2414.3766180962252,3372.1078551040905,1587.8349382515569
1,Deaths,114,Haiti,3,Both,22,All ages,508,Chronic respiratory diseases,2,Percent,2023,0.019127860221015345,0.026565233435133815,0.012856497845807929
1,Deaths,114,Haiti,3,Both,22,All ages,508,Chronic respiratory diseases,3,Rate,2023,17.895204069377666,24.993846344743766,11.768930346461318
1,Deaths,98,Chile,3,Both,22,All ages,508,Chronic respiratory diseases,1,Number,2023,7515.119957898615,8856.033457832165,6391.279641416141
1,Deaths,98,Chile,3,Both,22,All ages,508,Chronic respiratory diseases,2,Percent,2023,0.061901773106428144,0.07308677205430779,0.052543690231990695
1,Deaths,98,Chile,3,Both,22,All ages,508,Chronic respiratory diseases,3,Rate,2023,39.23786444895651,46.23902776277282,33.37008133339037
1,Deaths,12,Lao People's Democratic Republic,3,Both,22,All ages,508,Chronic respiratory diseases,1,Number,2023,2807.6113488060632,4003.1126464319213,2020.4286191901742
1,Deaths,12,Lao People's Democratic Republic,3,Both,22,All ages,508,Chronic respiratory diseases,2,Percent,2023,0.04656800231949938,0.06614109812600648,0.03335554421037653
1,Deaths,12,Lao People's Democratic Republic,3,Both,22,All ages,508,Chronic respiratory diseases,3,Rate,2023,37.32645453086665,53.22032988736851,26.861067155585527
1,Deaths,66,Brunei Darussalam,3,Both,22,All ages,508,Chronic respiratory diseases,1,Number,2023,118.57947772036157,163.4656990748546,92.6865111820588
1,Deaths,66,Brunei Darussalam,3,Both,22,All ages,508,Chronic respiratory diseases,2,Percent,2023,0.0586351330895355,0.0797534794696826,0.04610936490212814
1,Deaths,66,Brunei Darussalam,3,Both,22,All ages,508,Chronic respiratory diseases,3,Rate,2023,25.784390299235532,35.544627675145286,20.15412131792763
1,Deaths,201,Burkina Faso,3,Both,22,All ages,508,Chronic respiratory diseases,1,Number,2023,2996.6656649701094,4349.48521370147,1991.5747479709114
1,Deaths,201,Burkina Faso,3,Both,22,All ages,508,Chronic respiratory diseases,2,Percent,2023,0.019007280299027558,0.027602983455655858,0.012672343304023587
1,Deaths,201,Burkina Faso,3,Both,22,All ages,508,Chronic respiratory diseases,3,Rate,2023,12.347011959331185,17.920966819313772,8.205786023628399
1,Deaths,218,Togo,3,Both,22,All ages,508,Chronic respiratory diseases,1,Number,2023,1244.35716310635,1741.3191319120535,864.4253296923853
1,Deaths,218,Togo,3,Both,22,All ages,508,Chronic respiratory diseases,2,Percent,2023,0.019819451660744055,0.02752306899686968,0.013782799210818403
1,Deaths,218,Togo,3,Both,22,All ages,508,Chronic respiratory diseases,3,Rate,2023,14.545664728675213,20.354802487086058,10.10452738287114
1,Deaths,170,Congo,3,Both,22,All ages,508,Chronic respiratory diseases,1,Number,2023,1239.0503202211266,1666.4335702861108,906.3137783603058
1,Deaths,170,Congo,3,Both,22,All ages,508,Chronic respiratory diseases,2,Percent,2023,0.028749953715997294,0.03875679703974777,0.021139041672871603
1,Deaths,170,Congo,3,Both,22,All ages,508,Chronic respiratory diseases,3,Rate,2023,20.256653834954033,27.243742583600582,14.816899826003462
1,Deaths,29,Tonga,3,Both,22,All ages,508,Chronic respiratory diseases,1,Number,2023,39.92762794700996,55.002459139536526,29.22556677680626
1,Deaths,29,Tonga,3,Both,22,All ages,508,Chronic respiratory diseases,2,Percent,2023,0.053952736949825865,0.07421536167694753,0.040093700025308945
1,Deaths,29,Tonga,3,Both,22,All ages,508,Chronic respiratory diseases,3,Rate,2023,38.24471439524837,52.68415503219049,27.993735463113534
1,Deaths,67,Japan,3,Both,22,All ages,508,Chronic respiratory diseases,1,Number,2023,76509.84788770363,91524.01514410021,61339.434638003026
1,Deaths,67,Japan,3,Both,22,All ages,508,Chronic respiratory diseases,2,Percent,2023,0.04730297407212623,0.05645860062320003,0.03795147554246463
1,Deaths,67,Japan,3,Both,22,All ages,508,Chronic respiratory diseases,3,Rate,2023,61.36856734982376,73.41143450893846,49.20037524198742
1,Deaths,85,Israel,3,Both,22,All ages,508,Chronic respiratory diseases,1,Number,2023,2205.8337003066913,2525.5071145041666,1869.8972215932822
1,Deaths,85,Israel,3,Both,22,All ages,508,Chronic respiratory diseases,2,Percent,2023,0.043419741633430035,0.049664235111991764,0.03693465926797094
1,Deaths,85,Israel,3,Both,22,All ages,508,Chronic respiratory diseases,3,Rate,2023,22.08105411421331,25.281080461071824,18.718229634572044
1,Deaths,171,Democratic Republic of the Congo,3,Both,22,All ages,508,Chronic respiratory diseases,1,Number,2023,24880.588475810575,33644.04144762739,18291.178101823753
1,Deaths,171,Democratic Republic of the Congo,3,Both,22,All ages,508,Chronic respiratory diseases,2,Percent,2023,0.03188609236616761,0.043315167767340346,0.023456089074860662
1,Deaths,171,Democratic Republic of the Congo,3,Both,22,All ages,508,Chronic respiratory diseases,3,Rate,2023,26.3984153108647,35.696477988609104,19.407021523079408
1,Deaths,202,Cameroon,3,Both,22,All ages,508,Chronic respiratory diseases,1,Number,2023,4896.353337567305,6795.727915623264,3412.5394213405993
1,Deaths,202,Cameroon,3,Both,22,All ages,508,Chronic respiratory diseases,2,Percent,2023,0.018664579456780163,0.02593537051313658,0.013075534684982187
1,Deaths,202,Cameroon,3,Both,22,All ages,508,Chronic respiratory diseases,3,Rate,2023,14.451946763624775,20.058090437047866,10.072360927793707
1,Deaths,22,Fiji,3,Both,22,All ages,508,Chronic respiratory diseases,1,Number,2023,442.42984454338233,567.4344049923666,351.18161380221295
1,Deaths,22,Fiji,3,Both,22,All ages,508,Chronic respiratory diseases,2,Percent,2023,0.05271908272889711,0.06771589961038198,0.04193364076771768
1,Deaths,22,Fiji,3,Both,22,All ages,508,Chronic respiratory diseases,3,Rate,2023,47.155861805825126,60.47932506295222,37.430277033628066
1,Deaths,39,Tajikistan,3,Both,22,All ages,508,Chronic respiratory diseases,1,Number,2023,1846.3795655429587,2446.197970404204,1386.7474620247206
1,Deaths,39,Tajikistan,3,Both,22,All ages,508,Chronic respiratory diseases,2,Percent,2023,0.03672027378774049,0.04751792609975498,0.028242670282638615
1,Deaths,39,Tajikistan,3,Both,22,All ages,508,Chronic respiratory diseases,3,Rate,2023,17.278040875827752,22.891018353846327,12.976898022735412
1,Deaths,183,Mauritius,3,Both,22,All ages,508,Chronic respiratory diseases,1,Number,2023,439.4298840522004,499.29906723796154,389.7071225998888
1,Deaths,183,Mauritius,3,Both,22,All ages,508,Chronic respiratory diseases,2,Percent,2023,0.034168569555707407,0.03826672068844996,0.030416320269803038
1,Deaths,183,Mauritius,3,Both,22,All ages,508,Chronic respiratory diseases,3,Rate,2023,34.47877769378931,39.176264898654544,30.577404344697968
1,Deaths,68,Republic of Korea,3,Both,22,All ages,508,Chronic respiratory diseases,1,Number,2023,18082.485644047378,29008.491196883708,12991.680358753143
1,Deaths,68,Republic of Korea,3,Both,22,All ages,508,Chronic respiratory diseases,2,Percent,2023,0.05119099802690721,0.08087300294348448,0.03700393804657029
1,Deaths,68,Republic of Korea,3,Both,22,All ages,508,Chronic respiratory diseases,3,Rate,2023,34.97661772327359,56.11058829494242,25.129567164382493
1,Deaths,190,Uganda,3,Both,22,All ages,508,Chronic respiratory diseases,1,Number,2023,4658.084891085713,6937.313004624329,3234.100086588576
1,Deaths,190,Uganda,3,Both,22,All ages,508,Chronic respiratory diseases,2,Percent,2023,0.01608989461211034,0.023883630167321365,0.011231737299297745
1,Deaths,190,Uganda,3,Both,22,All ages,508,Chronic respiratory diseases,3,Rate,2023,10.214683616998235,15.212787905591007,7.0920367366918
1,Deaths,99,Uruguay,3,Both,22,All ages,508,Chronic respiratory diseases,1,Number,2023,2101.7000863550325,2350.2002135369544,1828.583823774278
1,Deaths,99,Uruguay,3,Both,22,All ages,508,Chronic respiratory diseases,2,Percent,2023,0.06039694240818856,0.06711568663140222,0.052729567010997964
1,Deaths,99,Uruguay,3,Both,22,All ages,508,Chronic respiratory diseases,3,Rate,2023,61.77034435354661,69.0739261193678,53.74327821899394
1,Deaths,86,Italy,3,Both,22,All ages,508,Chronic respiratory diseases,1,Number,2023,32696.119735518616,38764.19551793131,26640.97828255383
1,Deaths,86,Italy,3,Both,22,All ages,508,Chronic respiratory diseases,2,Percent,2023,0.04862696154488192,0.05761376723793762,0.03961642982707939
1,Deaths,86,Italy,3,Both,22,All ages,508,Chronic respiratory diseases,3,Rate,2023,55.51682640582431,65.82019917772027,45.23541565659174
1,Deaths,172,Equatorial Guinea,3,Both,22,All ages,508,Chronic respiratory diseases,1,Number,2023,252.7308863849736,361.04473182520456,183.60518016512748
1,Deaths,172,Equatorial Guinea,3,Both,22,All ages,508,Chronic respiratory diseases,2,Percent,2023,0.02175241049002046,0.030376888708474947,0.01582688650916291
1,Deaths,172,Equatorial Guinea,3,Both,22,All ages,508,Chronic respiratory diseases,3,Rate,2023,15.539466767479484,22.19927564858522,11.289188418257035
1,Deaths,191,Zambia,3,Both,22,All ages,508,Chronic respiratory diseases,1,Number,2023,2491.4274890448505,3407.207932850132,1771.9703243805234
1,Deaths,191,Zambia,3,Both,22,All ages,508,Chronic respiratory diseases,2,Percent,2023,0.01693241354419566,0.023089698619419806,0.012152526493488466
1,Deaths,191,Zambia,3,Both,22,All ages,508,Chronic respiratory diseases,3,Rate,2023,11.892301640386535,16.2635857022296,8.458125186467107
1,Deaths,69,Singapore,3,Both,22,All ages,508,Chronic respiratory diseases,1,Number,2023,725.1451869649891,879.3510220941597,522.0057164532672
1,Deaths,69,Singapore,3,Both,22,All ages,508,Chronic respiratory diseases,2,Percent,2023,0.026918082802506873,0.03252379757866177,0.019326134752649906
1,Deaths,69,Singapore,3,Both,22,All ages,508,Chronic respiratory diseases,3,Rate,2023,12.73992233382659,15.449132018015463,9.17100796498731
1,Deaths,40,Turkmenistan,3,Both,22,All ages,508,Chronic respiratory diseases,1,Number,2023,521.0463110551325,589.7178149556565,459.66844935200555
1,Deaths,40,Turkmenistan,3,Both,22,All ages,508,Chronic respiratory diseases,2,Percent,2023,0.014396955287048527,0.016030627037513765,0.01288567603348227
1,Deaths,40,Turkmenistan,3,Both,22,All ages,508,Chronic respiratory diseases,3,Rate,2023,9.289303402554594,10.513590805242265,8.195048309555666
1,Deaths,87,Luxembourg,3,Both,22,All ages,508,Chronic respiratory diseases,1,Number,2023,247.12030874868472,274.50780912773325,220.48001197817564
1,Deaths,87,Luxembourg,3,Both,22,All ages,508,Chronic respiratory diseases,2,Percent,2023,0.05766226970597507,0.06415887427868355,0.05188742394380532
1,Deaths,87,Luxembourg,3,Both,22,All ages,508,Chronic respiratory diseases,3,Rate,2023,37.50764089585008,41.66448472003366,33.46420679006275
1,Deaths,115,Jamaica,3,Both,22,All ages,508,Chronic respiratory diseases,1,Number,2023,550.2606457213412,633.5927651422783,449.52306750154145
1,Deaths,115,Jamaica,3,Both,22,All ages,508,Chronic respiratory diseases,2,Percent,2023,0.027175182530036802,0.030607912829263926,0.02241952343185864
1,Deaths,115,Jamaica,3,Both,22,All ages,508,Chronic respiratory diseases,3,Rate,2023,19.332137874521507,22.259819573273173,15.792955549865875
1,Deaths,173,Gabon,3,Both,22,All ages,508,Chronic respiratory diseases,1,Number,2023,537.4053550606209,730.838920134407,375.50843031049993
1,Deaths,173,Gabon,3,Both,22,All ages,508,Chronic respiratory diseases,2,Percent,2023,0.03766003307148664,0.05071840517589482,0.026972989713230255
1,Deaths,173,Gabon,3,Both,22,All ages,508,Chronic respiratory diseases,3,Rate,2023,28.080289755895894,38.187503062646705,19.6209163708669
1,Deaths,116,Saint Lucia,3,Both,22,All ages,508,Chronic respiratory diseases,1,Number,2023,52.53130180693784,61.85991987273598,44.013233295261955
1,Deaths,116,Saint Lucia,3,Both,22,All ages,508,Chronic respiratory diseases,2,Percent,2023,0.03970589166447863,0.04570680624152952,0.03465738752913794
1,Deaths,116,Saint Lucia,3,Both,22,All ages,508,Chronic respiratory diseases,3,Rate,2023,29.370841123553532,34.586576307879064,24.60829330291425
1,Deaths,522,Sudan,3,Both,22,All ages,508,Chronic respiratory diseases,1,Number,2023,6563.772168155902,9167.454341003677,4300.386723847952
1,Deaths,522,Sudan,3,Both,22,All ages,508,Chronic respiratory diseases,2,Percent,2023,0.027121944215384743,0.038178291818288634,0.018134193338936924
1,Deaths,522,Sudan,3,Both,22,All ages,508,Chronic respiratory diseases,3,Rate,2023,17.506438873293153,24.450799773810022,11.469693856500328
1,Deaths,132,Panama,3,Both,22,All ages,508,Chronic respiratory diseases,1,Number,2023,890.203609198049,1077.1842850078717,750.6786745368049
1,Deaths,132,Panama,3,Both,22,All ages,508,Chronic respiratory diseases,2,Percent,2023,0.03936001277364098,0.04718426500754048,0.03339678017251286
1,Deaths,132,Panama,3,Both,22,All ages,508,Chronic respiratory diseases,3,Rate,2023,21.19157343632012,25.642706504816946,17.87013902679765
1,Deaths,6,China,3,Both,22,All ages,508,Chronic respiratory diseases,1,Number,2023,1046555.4252856303,1502363.7423552799,814244.5597699162
1,Deaths,6,China,3,Both,22,All ages,508,Chronic respiratory diseases,2,Percent,2023,0.09815004642292699,0.13905442599374246,0.07866881279102418
1,Deaths,6,China,3,Both,22,All ages,508,Chronic respiratory diseases,3,Rate,2023,73.15269435076938,105.01302940376902,56.91450444812226
1,Deaths,106,Bahamas,3,Both,22,All ages,508,Chronic respiratory diseases,1,Number,2023,56.21016823374063,63.48129825676584,50.46364247308901
1,Deaths,106,Bahamas,3,Both,22,All ages,508,Chronic respiratory diseases,2,Percent,2023,0.01793095135533757,0.01998114590578597,0.016039345912565728
1,Deaths,106,Bahamas,3,Both,22,All ages,508,Chronic respiratory diseases,3,Rate,2023,13.615058295330073,15.376249593045998,12.22315206758951
1,Deaths,127,El Salvador,3,Both,22,All ages,508,Chronic respiratory diseases,1,Number,2023,1835.1159186832974,2563.7102905738107,1484.9226847201805
1,Deaths,127,El Salvador,3,Both,22,All ages,508,Chronic respiratory diseases,2,Percent,2023,0.03897155343221516,0.054591110250799164,0.031887805052747395
1,Deaths,127,El Salvador,3,Both,22,All ages,508,Chronic respiratory diseases,3,Rate,2023,29.6609768064656,41.43724692975665,24.00080390697164
1,Deaths,88,Malta,3,Both,22,All ages,508,Chronic respiratory diseases,1,Number,2023,167.3660923777809,190.35430303894967,145.68104690939302
1,Deaths,88,Malta,3,Both,22,All ages,508,Chronic respiratory diseases,2,Percent,2023,0.041024129777657715,0.04602209020869869,0.03588867823480829
1,Deaths,88,Malta,3,Both,22,All ages,508,Chronic respiratory diseases,3,Rate,2023,30.058447781082602,34.18706140838507,26.163878710481114
1,Deaths,30,Vanuatu,3,Both,22,All ages,508,Chronic respiratory diseases,1,Number,2023,137.00237691845464,186.30827457406986,98.71232728783308
1,Deaths,30,Vanuatu,3,Both,22,All ages,508,Chronic respiratory diseases,2,Percent,2023,0.07174359660544227,0.09671752532730057,0.05116362986988659
1,Deaths,30,Vanuatu,3,Both,22,All ages,508,Chronic respiratory diseases,3,Rate,2023,41.514630069557846,56.45536429228373,29.911931769612217
1,Deaths,193,Botswana,3,Both,22,All ages,508,Chronic respiratory diseases,1,Number,2023,790.4360755747608,1103.2870212742816,569.4515878162048
1,Deaths,193,Botswana,3,Both,22,All ages,508,Chronic respiratory diseases,2,Percent,2023,0.046284529714461106,0.06499552506202967,0.03366008402902528
1,Deaths,193,Botswana,3,Both,22,All ages,508,Chronic respiratory diseases,3,Rate,2023,32.32968019053444,45.12561819781376,23.291178486132598
1,Deaths,128,Guatemala,3,Both,22,All ages,508,Chronic respiratory diseases,1,Number,2023,2332.6482070498428,2691.8685284395747,2032.2654054732159
1,Deaths,128,Guatemala,3,Both,22,All ages,508,Chronic respiratory diseases,2,Percent,2023,0.026350393545067807,0.02983557289994983,0.023311986936616354
1,Deaths,128,Guatemala,3,Both,22,All ages,508,Chronic respiratory diseases,3,Rate,2023,14.160738835357874,16.3414470708216,12.337213800205044
1,Deaths,107,Barbados,3,Both,22,All ages,508,Chronic respiratory diseases,1,Number,2023,62.043078437052465,69.3883531092429,55.54267163242927
1,Deaths,107,Barbados,3,Both,22,All ages,508,Chronic respiratory diseases,2,Percent,2023,0.0190455073292112,0.02113813884896691,0.01722691887061132
1,Deaths,107,Barbados,3,Both,22,All ages,508,Chronic respiratory diseases,3,Rate,2023,20.612599691169038,23.05292357988704,18.45296663186826
1,Deaths,89,Netherlands,3,Both,22,All ages,508,Chronic respiratory diseases,1,Number,2023,11140.293604161332,12413.010157789173,9899.955917739018
1,Deaths,89,Netherlands,3,Both,22,All ages,508,Chronic respiratory diseases,2,Percent,2023,0.06560957772999026,0.07309659372230376,0.05823496084893432
1,Deaths,89,Netherlands,3,Both,22,All ages,508,Chronic respiratory diseases,3,Rate,2023,62.64230430121697,69.79883899180818,55.667837240482555
1,Deaths,133,Venezuela (Bolivarian Republic of),3,Both,22,All ages,508,Chronic respiratory diseases,1,Number,2023,5492.937879256618,5977.366110469755,5021.874520427354
1,Deaths,133,Venezuela (Bolivarian Republic of),3,Both,22,All ages,508,Chronic respiratory diseases,2,Percent,2023,0.02523874616944836,0.027154789666853543,0.02326273369317625
1,Deaths,133,Venezuela (Bolivarian Republic of),3,Both,22,All ages,508,Chronic respiratory diseases,3,Rate,2023,21.411200773609288,23.299478112058388,19.575019048148175
1,Deaths,129,Honduras,3,Both,22,All ages,508,Chronic respiratory diseases,1,Number,2023,3342.4607429562725,5524.7571553242105,2268.35414579764
1,Deaths,129,Honduras,3,Both,22,All ages,508,Chronic respiratory diseases,2,Percent,2023,0.0703860786438719,0.11745290786169689,0.04730665086153906
1,Deaths,129,Honduras,3,Both,22,All ages,508,Chronic respiratory diseases,3,Rate,2023,31.191731711285946,51.55684874445645,21.168204919386483
1,Deaths,13,Malaysia,3,Both,22,All ages,508,Chronic respiratory diseases,1,Number,2023,7087.403502428812,8548.787786610408,5902.792947001359
1,Deaths,13,Malaysia,3,Both,22,All ages,508,Chronic respiratory diseases,2,Percent,2023,0.037010980524414275,0.044462284227808735,0.030937662974156777
1,Deaths,13,Malaysia,3,Both,22,All ages,508,Chronic respiratory diseases,3,Rate,2023,20.74478460418343,25.02224703296951,17.277437104670664
1,Deaths,194,Lesotho,3,Both,22,All ages,508,Chronic respiratory diseases,1,Number,2023,936.8461153100246,1396.817384784952,617.759495694824
1,Deaths,194,Lesotho,3,Both,22,All ages,508,Chronic respiratory diseases,2,Percent,2023,0.04121164824930603,0.06063682203191222,0.027378322821751674
1,Deaths,194,Lesotho,3,Both,22,All ages,508,Chronic respiratory diseases,3,Rate,2023,48.81885629399932,72.78786351610214,32.19131888549168
1,Deaths,125,Colombia,3,Both,22,All ages,508,Chronic respiratory diseases,1,Number,2023,19511.954405943306,21650.74155073106,16940.242673534438
